/net8 X,/net8 Y,/net6 X,/net6 Y
0,0.004492404608729304,0,0.0007578472687992423
0.4,-0.3087012783231172,0.4,0.0435946435027901
0.8,-0.5851522688881201,0.8,0.1048244976475188
1.2,-0.6005866251566773,1.2,0.2967565339450909
1.6,-0.2421497543853763,1.6,0.675949520659833
2,0.1273613664228773,2,1.06068941697123
2.4,0.4967173028930083,2.4,1.445351632144379
2.8,0.8659099204838799,2.8,1.829932090923201
3.2,1.234938913563119,3.2,2.214430639408884
3.6,1.603803980263002,3.6,2.598847125576519
4,1.972504816374647,4,2.983181396216914
4.399999999999999,2.341041115306525,4.399999999999999,3.367433296915602
4.8,2.709412568050682,4.8,3.751602672035693
5.2,3.077618863147773,5.2,4.135689364700137
5.600000000000001,3.445659686650947,5.600000000000001,4.519693216773405
6.000000000000001,3.813534722088534,6.000000000000001,4.903614068842563
6.400000000000001,4.181243650425543,6.400000000000001,5.287451760197754
6.800000000000002,4.548786150023987,6.800000000000002,5.671206128812073
7.200000000000002,4.916161896602059,7.200000000000002,6.054877011320885
7.600000000000002,5.283370563192057,7.600000000000002,6.438464243000487
8.000000000000002,5.650411820097132,8.000000000000002,6.821967657746194
8.400000000000002,6.01728533484684,8.400000000000002,7.205387088049813
8.800000000000002,6.383990772151446,8.800000000000002,7.588722364976487
9.200000000000003,6.750527793855014,9.200000000000003,7.97197331814093
9.600000000000003,7.116896058887224,9.600000000000003,8.355139775683012
10,7.483095223213923,10,8.738221564242718
10.4,7.849124939786409,10.4,9.12121850893444
10.8,8.214984833221067,10.8,9.504130420336953
11.2,8.548576713902644,11.2,9.870465978453224
11.6,8.336886294371263,11.6,9.956545606144378
12.00000000000001,8.028720389855943,12.00000000000001,9.992781694195564
12.40000000000001,7.748923120493846,12.40000000000001,10.04335635429347
12.80000000000001,7.91595857521415,12.80000000000001,10.32399355752731
13.20000000000001,8.268573646989239,13.20000000000001,10.70025158471315
13.60000000000001,8.621011144633316,13.60000000000001,11.07642100683459
14.00000000000001,8.973266792498427,14.00000000000001,11.45249961927097
14.40000000000001,9.32469598810818,14.40000000000001,11.8281651595035
14.80000000000001,9.52113429160422,14.80000000000001,12.12634482673605
15.20000000000001,9.686125160212338,15.20000000000001,12.4088027162807
15.60000000000001,9.918836724668477,15.60000000000001,12.72511687315705
16.00000000000001,10.15525770574379,16.00000000000001,13.04328556388793
16.40000000000001,10.3912455756532,16.40000000000001,13.36123777249188
16.8,10.55745035360682,16.8,13.64430221745537
17.2,10.61743235289899,17.2,13.87426065006393
17.6,10.65913736082822,17.6,14.0950807976463
18,10.69584012805428,18,14.31339873564449
18.4,10.73319863169048,18.4,14.53204175401846
18.8,10.78185675027134,18.8,14.75632564737236
19.2,10.95160752832722,19.2,15.04107496622395
19.59999999999999,11.24826219798004,19.59999999999999,15.38919330760621
20,11.52633590535884,20,15.72803437415699
